area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d372,290,0,290,116,169,1,19,12,9,98,123,131,103,47,176,224,29
d373,284,284,0,105,158,7,64,72,66,165,156,20,27,31,112,310,53
d374,320,0,320,136,177,6,4,9,7,109,110,142,135,52,173,263,24
d375,270,0,270,58,208,2,8,8,9,162,168,56,85,48,276,151,13
d376,285,285,0,119,134,13,83,84,89,136,155,23,22,29,76,325,79
d377,285,0,285,111,165,2,34,11,3,139,125,102,101,64,270,145,2
d378,300,300,0,129,144,9,76,71,84,162,167,16,20,36,87,307,90
d379,207,207,0,43,89,34,192,117,133,100,109,27,29,7,50,352,106
d380,195,195,0,37,95,22,186,115,99,108,105,29,23,8,61,340,70
d381,292,292,0,133,129,9,96,80,94,142,154,21,23,29,98,312,75
d382,269,269,0,97,145,8,85,68,65,158,152,25,28,32,123,300,41
d383,269,269,0,89,151,10,89,61,83,163,150,23,30,29,112,320,49
d384,285,0,285,72,208,3,12,15,6,168,176,69,75,59,276,164,10
d385,302,0,302,135,160,2,24,5,10,102,114,133,121,49,204,205,27
d386,246,246,0,85,130,13,87,92,81,132,129,21,16,24,73,303,71
d387,312,312,0,129,175,3,26,30,24,181,164,62,53,73,194,232,15
d388,264,264,0,101,139,9,65,55,69,149,143,27,28,34,117,274,46
d389,274,274,0,102,154,7,50,63,61,150,155,26,26,32,102,287,60
d390,291,0,291,71,216,0,17,17,10,180,153,78,82,61,277,176,6
d391,280,0,280,82,190,4,19,17,12,170,159,74,61,51,280,152,10
d392,264,264,0,89,147,15,57,86,91,150,131,15,12,26,70,303,86
d393,281,281,0,92,166,7,69,70,81,151,153,24,35,28,104,325,57
d394,263,263,0,108,109,20,116,96,99,130,134,21,22,29,71,331,71
d395,269,269,0,97,146,12,63,65,55,154,164,20,30,42,125,280,41
d396,290,0,290,68,214,3,22,9,15,175,189,73,66,55,291,167,14
d397,280,280,0,93,164,10,58,70,78,158,154,26,23,24,123,309,53
d398,307,0,307,86,215,1,21,28,13,173,193,66,67,43,215,259,23
d399,275,275,0,100,159,4,58,71,68,150,145,19,35,38,96,297,57
d400,320,0,320,122,191,4,14,7,12,101,113,160,137,45,201,257,27
d401,276,276,0,76,181,4,70,63,70,165,175,17,30,36,132,299,53
d402,275,275,0,89,165,8,61,75,66,152,165,32,14,35,105,308,56
d403,276,0,276,69,191,8,36,11,11,151,160,92,86,49,280,172,10
d404,295,295,0,129,134,16,71,94,89,141,146,24,22,36,83,319,78
d405,267,267,0,98,147,13,41,61,63,164,145,18,21,33,112,267,60
d406,277,277,0,91,157,13,71,59,83,156,168,28,21,35,110,318,52
d407,323,0,323,142,173,5,13,11,7,108,117,127,146,34,195,265,22
d408,279,0,279,61,209,2,33,11,13,155,171,80,88,49,291,164,14
d409,273,0,273,68,197,4,17,12,11,179,170,59,60,32,202,235,22
d410,278,278,0,96,164,6,55,62,61,153,162,30,29,31,120,296,50
d411,272,0,272,75,190,2,21,19,16,170,139,66,72,66,247,158,11
d412,293,0,293,65,222,1,22,15,14,166,183,66,90,50,283,186,15
d413,287,0,287,86,197,3,4,15,13,176,174,51,64,31,195,245,22
d414,285,285,0,89,173,12,49,66,78,172,159,19,26,31,122,312,55
d415,278,278,0,97,155,6,93,73,69,155,168,25,28,30,148,288,52
d416,262,0,262,69,186,0,33,10,10,151,167,71,65,51,269,145,9
d417,333,0,333,146,182,2,14,10,11,111,120,145,133,53,188,268,21
d418,273,0,273,65,195,5,36,14,13,162,147,80,90,63,256,182,5
d419,279,0,279,75,191,4,39,8,7,152,164,92,85,62,265,167,14
d420,258,258,0,70,156,12,87,77,76,158,152,19,23,28,123,295,59
d421,249,249,0,86,135,9,90,92,66,134,144,20,17,20,95,276,82
d422,275,0,275,71,194,3,29,9,10,165,155,80,78,47,264,180,6
d423,287,287,0,104,159,11,57,65,79,147,175,25,21,30,120,291,71
d424,264,264,0,94,141,13,68,75,80,127,158,20,23,41,90,293,59
d425,276,0,276,74,198,1,15,10,17,167,170,64,60,40,179,243,26
d426,227,227,0,52,103,38,157,123,134,106,110,27,29,9,63,375,82
d427,310,310,0,129,167,10,19,41,36,162,186,47,40,80,215,197,20
d428,296,0,296,106,176,6,35,10,10,150,143,91,107,63,283,164,1
d429,269,0,269,98,158,5,35,8,7,133,116,93,107,61,251,149,3
d430,220,220,0,43,103,30,194,121,145,111,96,32,28,15,38,392,88
d431,291,291,0,88,176,10,78,68,75,167,177,35,26,40,122,326,60
d432,295,295,0,94,182,5,61,59,74,165,175,32,29,32,122,319,61
d433,319,319,0,135,180,2,10,26,26,172,184,52,51,86,187,216,22
d434,310,0,310,135,172,1,9,7,4,113,117,133,117,41,190,227,33
d435,283,0,283,78,200,0,22,10,12,171,177,73,57,43,196,235,26
d436,292,0,292,120,169,0,13,6,6,118,99,123,119,39,183,220,29
d437,245,245,0,83,135,13,65,72,60,133,146,26,20,27,116,269,45
d438,293,293,0,118,153,10,53,83,86,148,150,19,21,21,85,323,78
d439,276,0,276,74,199,2,5,19,9,159,184,55,57,31,182,247,23
d440,272,272,0,110,120,15,125,101,87,153,140,19,20,35,77,328,80
d441,196,196,0,36,98,23,181,100,118,117,92,28,27,8,61,342,71
d442,285,0,285,79,192,4,44,12,10,160,164,89,84,56,280,175,8
d443,300,300,0,120,164,8,35,62,77,169,154,20,25,30,130,298,49
d444,283,283,0,103,155,15,45,56,61,171,163,25,27,31,135,294,43
d445,208,208,0,42,94,31,181,115,114,118,106,34,17,4,63,363,74
d446,297,297,0,106,164,13,66,80,94,172,138,30,25,30,117,339,53
d447,246,246,0,97,120,10,78,88,70,121,138,13,15,21,79,285,60
d448,306,0,306,120,182,2,8,9,9,106,100,122,152,44,190,239,25
d449,305,305,0,134,161,4,25,29,34,172,174,38,46,65,217,194,17
d450,257,257,0,109,113,10,111,77,88,132,132,25,22,24,86,297,69
d451,261,261,0,83,145,15,82,98,69,155,146,15,17,25,80,316,79
d452,255,255,0,94,134,7,85,87,78,154,114,11,24,33,76,289,70
d453,291,0,291,70,212,4,22,22,12,174,192,58,70,36,194,275,23
d454,267,267,0,92,153,6,69,75,61,151,151,26,21,34,121,275,55
d455,290,0,290,88,199,0,13,10,10,192,151,63,73,26,191,264,18
d456,290,0,290,79,199,6,25,14,5,171,173,70,87,59,261,186,14
d457,306,0,306,131,173,2,0,6,6,112,105,127,127,35,194,225,29
d458,298,298,0,127,162,4,21,26,28,175,151,48,56,61,207,198,18
d459,307,307,0,139,166,0,10,24,28,166,173,40,50,64,180,218,19
d460,283,283,0,112,140,14,76,92,88,146,143,19,22,30,73,329,78
d461,275,275,0,99,157,9,44,52,83,163,141,14,31,40,113,268,63
d462,282,282,0,106,149,16,49,60,72,156,163,22,28,40,130,290,41
d463,298,0,298,105,183,2,35,4,8,128,135,123,114,68,281,160,3
d464,273,273,0,100,146,8,85,70,70,148,163,28,22,18,121,306,56
d465,214,214,0,49,94,34,165,122,137,101,90,18,36,5,51,364,84
d466,250,0,250,52,185,4,39,8,14,125,169,90,67,47,271,147,8
d467,277,0,277,68,207,1,4,14,12,154,181,66,62,45,180,242,22
d468,262,0,262,58,194,4,26,18,8,167,137,76,78,56,253,160,15
d469,271,0,271,79,185,3,19,9,9,144,169,72,74,48,268,151,10
d470,307,307,0,134,167,5,4,26,32,153,178,52,46,73,191,206,17
d471,279,279,0,96,165,7,49,67,65,166,149,25,24,27,118,292,59
d472,279,0,279,95,172,2,45,9,10,131,124,86,130,55,269,165,1
d473,266,0,266,70,186,3,34,15,7,160,144,91,68,58,263,151,13
d474,285,285,0,124,128,17,67,83,78,132,168,15,22,19,84,323,72
d475,295,0,295,81,209,2,13,9,18,165,172,80,74,55,279,169,15
d476,261,261,0,92,144,12,57,69,70,142,151,25,16,30,106,292,45
d477,274,0,274,63,204,3,16,13,9,163,166,63,82,55,286,146,9
d478,276,276,0,120,123,11,100,80,74,127,172,24,22,29,87,311,72
d479,278,0,278,77,189,7,22,11,10,155,170,74,78,39,276,165,18
d480,270,0,270,68,195,5,10,11,12,149,150,79,82,49,267,156,11
d481,285,285,0,115,148,8,59,76,64,165,145,26,18,40,107,294,53
d482,276,0,276,74,189,7,27,11,15,159,141,83,91,52,276,166,6
d483,297,0,297,65,222,4,27,11,13,185,186,77,76,73,284,177,14
d484,256,256,0,109,107,19,101,100,75,135,139,13,19,23,80,307,71
d485,296,0,296,102,182,6,25,4,8,142,156,98,101,63,293,153,0
d486,264,264,0,88,150,12,59,56,65,144,171,19,28,38,116,275,54
d487,276,0,276,67,198,5,30,10,8,163,188,71,68,69,264,166,9
d488,285,0,285,94,176,3,56,3,13,134,138,116,107,55,293,162,1
d489,263,263,0,97,137,13,72,81,80,152,132,18,19,23,96,290,73
d490,282,282,0,107,145,11,87,73,79,152,164,27,22,40,98,318,61
d491,284,284,0,94,154,20,69,71,78,162,167,32,21,39,126,309,57
d492,266,0,266,63,193,4,25,8,8,159,164,75,72,62,268,147,9
d493,318,318,0,149,164,2,12,37,28,154,170,52,54,73,184,222,16
d494,292,292,0,106,145,21,90,99,88,161,157,24,20,36,80,343,90
d495,207,207,0,43,98,31,156,120,108,114,88,35,23,9,67,341,71
d496,263,263,0,102,124,18,85,77,86,139,144,21,22,30,97,306,56
d497,280,0,280,77,195,5,13,13,10,158,154,72,88,53,270,158,14
d498,207,207,0,40,99,27,188,126,120,105,95,31,30,12,54,364,77
d499,285,0,285,62,212,4,29,11,17,167,161,81,90,61,279,177,10
d500,293,0,293,90,199,1,13,19,11,175,157,73,69,42,185,249,28
d501,267,267,0,116,118,14,90,82,99,149,114,19,21,30,72,290,92
d502,190,190,0,36,83,27,196,114,114,90,101,25,35,7,55,346,71
d503,248,0,248,57,179,6,26,7,7,157,155,63,70,54,253,142,10
d504,275,275,0,111,130,12,100,84,96,156,138,12,21,25,76,339,67
d505,295,0,295,78,206,3,37,9,8,160,187,83,89,69,284,168,15
d506,287,287,0,125,125,15,98,81,85,172,135,18,27,30,84,327,77
d507,284,0,284,81,200,2,4,13,10,189,160,63,56,39,204,222,26
d508,327,327,0,129,196,0,8,29,22,185,191,47,55,74,207,230,18
d509,276,276,0,105,153,7,50,72,69,134,156,22,29,31,115,291,45
d510,305,305,0,135,166,1,14,40,35,158,150,61,40,64,206,195,19
d511,202,202,0,30,110,24,173,112,119,95,105,37,27,6,59,355,75
d512,283,283,0,106,153,11,60,67,72,159,168,19,20,25,109,326,45
d513,210,210,0,41,101,28,184,131,114,121,106,25,14,9,41,377,84
d514,322,0,322,135,185,0,9,4,8,135,103,134,130,38,183,258,35
d515,317,317,0,140,166,5,28,29,34,169,178,55,50,58,212,223,22
d516,292,292,0,92,180,8,50,85,60,163,168,24,26,38,115,320,53
d517,271,271,0,99,154,12,26,54,68,141,157,26,23,38,118,272,41
d518,318,318,0,151,160,4,13,32,27,170,159,69,39,63,199,225,9
d519,288,0,288,60,220,3,24,17,9,188,177,76,66,54,289,182,8
d520,281,0,281,72,201,2,27,8,8,180,163,78,70,55,286,155,11
d521,287,0,287,79,205,2,4,14,11,190,167,58,59,32,178,270,19
d522,278,278,0,103,148,8,86,78,51,171,159,26,24,27,120,310,52
d523,289,0,289,82,199,3,24,9,16,176,163,71,78,36,218,241,18
d524,326,0,326,150,175,1,0,13,14,108,110,130,128,42,169,264,28
d525,311,311,0,131,170,7,13,30,32,161,178,53,51,65,207,216,17
d526,293,0,293,80,200,4,39,11,10,175,163,86,86,53,286,176,16
d527,297,297,0,104,174,9,46,59,79,153,177,33,24,41,114,319,51
d528,268,268,0,112,124,11,96,85,93,132,142,21,16,31,76,310,72
d529,317,317,0,126,186,4,4,36,30,178,182,42,46,72,210,214,18
d530,261,261,0,92,142,8,83,70,70,144,155,22,22,31,118,274,60
d531,296,0,296,83,207,4,9,18,14,175,174,64,73,52,188,255,23
d532,307,0,307,134,160,7,27,8,7,125,135,126,101,73,282,144,3
d533,251,251,0,84,128,13,120,75,83,169,126,18,28,30,85,307,77
d534,318,318,0,125,169,8,69,74,69,147,204,34,28,29,144,332,51
d535,288,0,288,76,201,6,22,10,6,195,161,79,67,47,272,187,12
d536,274,0,274,83,184,2,21,13,11,161,171,56,66,35,190,231,22
d537,311,0,311,94,209,3,23,9,16,194,214,65,46,40,219,262,23
d538,257,0,257,61,189,1,32,11,14,151,159,72,67,61,240,161,12
d539,280,0,280,82,185,6,33,7,12,158,175,74,77,62,282,153,6
d540,307,307,0,126,149,18,61,84,97,147,173,20,18,25,93,340,81
d541,276,0,276,86,185,2,14,12,17,140,157,77,73,60,261,144,11
d542,314,314,0,144,160,2,35,24,38,171,179,42,51,66,215,202,22
d543,312,312,0,138,168,3,13,35,37,167,150,58,49,65,212,208,11
d544,261,261,0,71,166,10,66,62,60,162,168,26,21,32,114,290,63
d545,255,255,0,81,155,6,57,66,58,150,150,23,19,37,107,268,54
d546,280,0,280,75,201,0,18,13,5,170,181,61,65,32,208,224,31
d547,258,258,0,81,157,5,68,59,82,156,133,18,30,40,119,288,31
d548,268,268,0,102,129,8,132,81,85,164,149,18,19,30,98,307,81
d549,278,278,0,98,158,10,56,62,71,174,146,24,23,39,111,300,50
d550,311,0,311,136,174,0,4,12,8,113,117,117,121,31,183,248,26
d551,266,266,0,98,130,13,109,96,106,132,134,20,18,29,87,317,73
d552,305,0,305,90,208,4,12,12,24,201,160,71,62,41,201,251,37
d553,261,0,261,66,185,4,31,9,9,157,156,77,71,56,251,162,10
d554,273,273,0,84,164,9,71,75,58,178,148,27,24,36,116,309,49
d555,278,278,0,89,164,6,86,79,60,175,158,23,26,50,117,304,50
d556,295,0,295,73,216,2,17,12,8,183,168,78,79,62,285,169,12
d557,254,254,0,73,162,5,64,71,58,162,144,16,25,28,126,273,49
d558,263,263,0,84,156,6,79,74,65,164,155,18,17,40,122,278,53
d559,291,291,0,104,167,6,66,85,76,144,160,25,32,31,118,324,49
d560,270,270,0,96,152,9,57,68,70,148,144,19,35,26,110,296,52
d561,265,265,0,79,164,8,64,53,84,161,153,18,26,34,107,301,53
d562,294,0,294,94,196,1,14,9,15,166,181,64,68,32,204,239,28
d563,277,0,277,78,196,0,14,15,15,158,161,70,65,41,193,230,20
d564,312,0,312,133,177,0,9,9,9,119,111,129,119,39,178,255,24
d565,294,0,294,119,170,2,17,6,14,113,109,122,118,44,187,223,28
d566,288,0,288,114,171,3,0,13,12,94,108,120,118,35,164,245,21
d567,300,0,300,64,223,4,40,10,11,181,170,95,95,76,304,168,14
d568,318,0,318,149,165,2,10,6,9,114,104,125,137,38,205,225,27
d569,270,270,0,83,166,7,63,70,62,167,157,17,26,35,115,295,54
d570,258,258,0,106,115,21,71,66,83,148,131,26,16,36,90,274,70
d571,339,339,0,165,166,6,9,28,38,162,171,60,65,77,185,233,29
d572,263,0,263,58,198,2,24,12,15,151,159,70,77,55,254,163,12
d573,259,259,0,92,145,8,65,87,66,142,130,29,17,33,126,258,54
d574,205,205,0,41,96,30,169,132,99,104,98,34,25,9,48,352,83
d575,261,0,261,61,188,5,35,13,10,154,141,97,72,62,260,154,11
d576,204,204,0,43,96,20,201,127,99,106,101,30,33,5,59,356,76
d577,294,0,294,87,201,2,16,12,11,184,180,64,60,43,198,241,29
d578,269,0,269,94,168,2,22,14,15,159,158,51,61,38,156,245,19
d579,264,0,264,70,187,2,22,10,9,154,160,65,74,52,255,156,9
d580,281,281,0,124,150,4,15,27,20,152,159,54,39,50,183,190,28
d581,282,282,0,95,166,11,44,76,54,157,163,26,28,37,108,304,55
d582,201,201,0,39,91,37,151,126,126,79,99,30,23,5,71,344,63
d583,275,0,275,65,201,3,30,11,9,159,159,86,82,62,278,158,8
d584,273,273,0,85,163,7,81,72,69,161,165,19,27,39,121,298,55
d585,286,0,286,68,208,4,28,10,11,199,162,73,69,59,290,164,11
d586,271,271,0,88,156,16,49,73,70,157,151,25,21,29,118,287,63
d587,280,280,0,105,142,12,92,65,65,157,183,19,28,41,114,305,57
d588,302,302,0,125,168,2,32,32,38,163,172,59,35,67,192,220,20
d589,303,303,0,127,144,11,93,72,93,157,170,25,24,40,87,341,73
d590,270,270,0,91,148,13,83,69,70,164,162,21,23,40,132,284,53
d591,206,206,0,42,95,27,193,127,115,115,92,30,27,8,64,359,75
d592,316,0,316,136,178,0,10,6,14,96,131,124,131,35,195,239,33
d593,321,0,321,149,168,4,0,8,8,118,126,109,128,41,191,245,20
d594,288,288,0,116,135,18,85,93,93,141,169,12,17,30,77,334,84
d595,256,0,256,59,183,8,26,15,7,159,148,77,69,56,259,154,6
d596,266,0,266,49,207,3,31,12,11,158,152,84,86,56,274,159,14
d597,277,277,0,94,161,10,57,68,75,168,152,20,20,27,114,314,48
d598,277,277,0,119,123,16,86,80,95,142,157,12,13,24,90,312,73
d599,269,269,0,91,153,9,70,66,71,157,153,19,28,33,114,295,52
d600,257,257,0,90,147,9,51,70,55,141,152,28,16,29,96,289,48
d601,238,238,0,73,143,6,72,66,62,146,139,17,19,29,112,262,46
d602,270,0,270,69,193,4,17,9,8,150,175,79,63,52,262,159,11
d603,190,190,0,45,73,29,198,118,130,79,105,18,26,10,56,332,78
d604,289,0,289,118,165,3,13,6,8,97,106,130,123,42,189,213,26
d605,274,0,274,68,197,4,22,12,4,164,172,77,67,64,271,150,11
d606,294,294,0,114,155,5,85,65,67,176,157,25,34,36,119,309,60
d607,197,197,0,39,89,33,153,95,122,113,87,26,26,10,57,340,62
d608,199,199,0,40,85,27,210,123,117,101,98,26,36,11,56,357,77
d609,290,0,290,89,199,1,6,11,15,168,163,73,66,43,190,235,28
d610,300,300,0,138,148,4,45,23,22,165,166,53,62,71,195,205,20
d611,264,0,264,71,178,4,50,14,8,149,180,63,75,53,263,155,18
d612,274,274,0,98,148,13,67,81,75,149,159,19,17,26,79,325,70
d613,285,0,285,93,189,1,11,10,11,168,175,61,60,37,185,236,27
d614,241,241,0,90,111,11,135,108,78,120,134,27,13,25,73,313,69
d615,269,0,269,66,190,4,39,16,8,182,158,73,60,63,259,165,10
d616,305,0,305,85,213,2,22,17,11,196,185,65,65,46,210,256,27
d617,273,273,0,77,173,13,43,75,57,165,168,20,20,34,114,312,45
d618,275,0,275,76,185,4,47,12,11,165,162,83,72,56,261,182,6
d619,294,294,0,108,169,5,57,71,54,159,179,28,27,38,122,304,54
d620,271,271,0,115,129,11,74,86,94,130,130,25,15,20,81,297,82
d621,289,289,0,101,165,10,55,59,67,158,180,22,30,43,118,301,54
d622,266,0,266,59,191,10,27,11,12,164,171,67,73,53,255,177,13
d623,307,307,0,141,156,2,38,24,29,174,177,56,37,72,199,209,17
d624,283,283,0,100,152,11,92,66,64,167,176,30,26,37,119,324,49
d625,317,317,0,139,172,3,14,24,25,173,180,60,44,57,191,238,20
d626,331,0,331,143,183,2,12,12,10,108,116,137,144,45,204,246,32
d627,287,0,287,108,166,4,41,7,10,129,146,106,95,73,275,145,0
d628,283,0,283,75,199,3,26,11,9,170,160,73,85,52,277,165,14
d629,260,260,0,74,162,9,67,53,71,165,160,15,28,34,113,299,46
d630,312,312,0,154,149,2,31,26,35,164,170,49,45,66,187,222,14
d631,341,341,0,163,171,4,14,41,27,200,154,44,65,68,231,213,19
d632,301,0,301,105,185,5,26,8,7,143,139,121,98,72,279,160,5
d633,267,267,0,102,129,8,123,88,78,160,144,18,19,29,75,326,77
d634,339,339,0,154,180,1,17,30,38,181,191,44,50,73,209,235,17
d635,291,0,291,82,204,3,8,17,11,177,165,66,71,30,190,266,21
d636,290,0,290,74,211,1,19,15,17,177,176,67,66,25,202,261,30
d637,278,0,278,93,184,0,4,12,13,158,154,72,56,23,185,224,33
d638,296,0,296,76,211,5,18,8,16,161,182,79,85,66,275,174,16
d639,261,261,0,84,154,11,54,65,76,158,145,14,21,35,101,293,50
d640,301,0,301,67,224,5,23,16,9,168,178,101,81,59,293,186,15
d641,284,0,284,82,199,1,8,10,8,172,164,71,66,36,193,233,29
d642,272,272,0,105,139,15,57,75,71,131,162,21,25,31,128,274,52
d643,272,272,0,97,152,10,56,62,64,167,149,21,24,30,118,285,54
d644,259,0,259,62,190,2,25,11,15,161,150,62,74,45,262,151,15
d645,274,0,274,71,196,3,19,12,10,158,174,76,61,65,273,145,8
d646,273,273,0,112,127,16,81,90,91,149,136,10,19,25,70,326,74
d647,262,262,0,89,148,7,83,63,55,174,142,29,26,40,103,299,47
d648,280,280,0,122,123,19,73,79,96,147,133,21,22,29,78,321,70
d649,302,0,302,99,194,5,18,10,15,130,116,123,126,63,303,154,0
d650,309,309,0,141,163,1,18,33,45,133,176,46,55,68,218,184,18
d651,285,285,0,110,156,9,44,66,73,157,141,32,24,33,104,296,60
d652,275,275,0,86,168,6,65,67,59,171,156,27,25,38,111,299,57
d653,267,267,0,101,121,19,115,99,99,160,123,12,22,32,92,322,69
d654,283,0,283,72,196,10,23,16,11,168,154,76,92,61,282,165,9
d655,281,0,281,86,190,1,18,9,13,171,168,65,61,34,200,232,21
d656,276,0,276,55,208,3,46,8,10,163,183,66,96,49,300,170,7
d657,276,276,0,98,155,11,56,59,56,172,153,31,26,25,132,301,39
d658,271,271,0,88,164,7,50,68,75,154,139,25,26,29,120,290,48
d659,280,0,280,84,190,3,12,16,4,171,161,59,74,46,191,225,23
d660,214,214,0,43,86,40,197,137,143,92,105,24,31,12,47,386,87
d661,272,0,272,67,196,5,17,15,13,146,178,78,61,45,286,148,12
d662,299,299,0,125,142,10,97,100,85,155,151,25,20,32,91,322,91
d663,277,277,0,100,136,20,95,92,94,141,150,24,26,35,89,329,74
d664,280,0,280,83,192,1,18,9,7,166,174,62,70,30,208,232,18
d665,218,218,0,46,98,28,210,120,136,119,103,25,33,10,50,410,66
d666,262,262,0,94,124,16,123,107,96,138,138,17,17,34,71,344,64
d667,269,269,0,103,131,12,102,87,102,152,131,16,15,23,78,319,83
d668,299,299,0,126,168,2,13,27,22,159,180,46,47,73,200,193,15
d669,254,254,0,91,126,14,104,86,86,133,147,15,22,28,66,319,76
d670,305,305,0,142,159,4,0,29,22,147,170,47,57,57,205,189,21
d671,317,317,0,136,175,1,24,33,30,157,179,65,49,72,193,222,26
d672,265,265,0,96,144,9,71,60,67,145,166,24,20,44,112,272,54
d673,319,319,0,134,179,4,10,40,24,161,176,65,48,67,205,215,27
d674,292,0,292,90,196,2,18,12,11,192,173,61,57,30,208,246,22
d675,273,273,0,98,158,8,39,73,68,141,152,21,22,40,94,292,51
d676,276,0,276,64,198,7,34,7,11,163,169,86,79,52,303,152,8
d677,298,0,298,125,169,2,9,9,8,113,105,108,135,43,167,230,38
d678,206,206,0,38,94,38,153,131,115,102,90,37,18,5,64,347,77
d679,269,269,0,99,128,11,141,96,102,151,131,23,26,27,78,349,75
d680,287,0,287,62,218,3,18,14,5,168,179,91,68,48,287,179,11
d681,280,0,280,78,197,0,22,10,9,169,143,79,84,44,265,175,10
d682,264,0,264,62,191,6,26,12,14,153,159,76,74,60,268,148,12
d683,324,0,324,147,174,1,9,5,9,117,113,131,132,47,176,255,29
d684,288,0,288,75,204,1,34,6,10,180,174,70,80,65,287,154,14
d685,273,273,0,103,148,7,70,67,61,136,168,28,30,35,130,266,59
d686,275,275,0,98,159,6,51,51,72,126,179,22,35,32,116,288,49
d687,273,273,0,106,145,8,62,55,65,150,166,19,27,25,118,288,51
d688,293,0,293,75,209,4,22,11,16,166,155,86,93,50,302,166,9
d689,268,268,0,78,168,7,66,52,64,172,152,38,23,39,116,281,65
d690,358,358,0,184,171,0,15,26,42,198,160,60,55,64,213,241,23
d691,278,278,0,97,148,15,84,89,92,154,151,18,18,33,72,340,77
d692,276,0,276,100,161,3,52,10,4,143,106,118,102,60,268,153,2
d693,285,285,0,87,178,8,50,66,70,156,166,31,28,36,129,294,58
d694,310,0,310,136,172,0,9,3,5,107,110,137,127,45,181,239,24
d695,208,208,0,43,105,27,150,114,119,95,86,33,37,7,60,349,68
d696,283,283,0,102,155,8,81,69,81,151,159,36,21,28,120,296,73
d697,192,192,0,39,83,22,220,113,120,89,116,24,29,3,52,356,80
d698,323,323,0,139,178,2,16,26,43,168,141,67,72,66,200,229,22
d699,195,195,0,38,83,28,211,130,119,116,79,27,28,9,51,363,76
d700,285,285,0,103,162,6,61,67,57,167,163,28,24,29,105,308,64
d701,325,325,0,146,173,3,13,32,29,183,165,62,43,65,207,222,20
d702,325,0,325,132,187,3,12,13,10,127,116,131,130,38,204,250,35
d703,264,264,0,82,164,6,52,58,59,145,166,21,31,32,115,287,46
d704,317,317,0,150,156,4,32,29,29,175,172,50,51,72,209,213,12
d705,291,291,0,127,142,9,59,88,85,132,152,20,20,24,84,299,90
d706,328,328,0,144,180,1,15,28,30,168,175,61,60,73,210,216,23
d707,261,261,0,106,119,15,98,100,83,145,128,15,16,34,65,312,76
d708,305,0,305,126,175,3,4,4,8,110,124,127,116,35,192,226,36
d709,327,0,327,154,171,1,6,8,10,122,126,112,127,38,182,256,29
d710,319,0,319,140,174,3,9,3,10,115,114,123,141,24,194,260,28
d711,294,294,0,110,158,11,67,82,74,162,166,25,17,34,117,321,54
d712,304,304,0,123,173,4,17,27,25,162,176,54,54,76,199,206,17
d713,281,0,281,70,200,5,25,15,11,168,184,68,64,51,280,171,8
d714,267,267,0,88,153,11,66,76,75,146,151,25,20,32,119,302,40
d715,261,261,0,90,144,13,66,61,59,140,160,34,29,34,108,289,52
d716,257,257,0,100,128,16,57,69,69,147,144,21,11,25,74,292,70
d717,212,212,0,47,96,23,208,128,121,104,94,33,36,4,63,370,79
d718,332,0,332,153,176,0,13,8,9,135,114,122,130,32,201,256,29
d719,274,0,274,62,206,0,24,11,14,153,168,80,72,52,286,147,13
d720,316,0,316,98,212,2,17,18,19,182,174,76,76,45,224,254,22
d721,275,275,0,93,165,5,50,66,62,157,152,22,29,25,116,295,52
